quality_score;species;country_of_origin;farm_name;altitude;region;harvest_year;aroma;flavor;aftertaste;acidity;body;balance;cupper_points;total_cup_points;moisture;color
82.42;Arabica;Mexico;CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO;1300;COATEPEC;2012;7.42;7.58;7.33;7.58;7.5;7.5;7.5;Sample  82.42;14;Green
82.42;Arabica;Mexico;LOS BARREALES 1112LBCAT_S110312;1170;XALAPA;2012;7.75;7.33;7.25;7.58;7.58;7.33;7.58;Sample  82.42;13;Green
82.42;Arabica;Mexico;CORRAL DEL DIABLO LOTE 1;1300;ZIHUATANEJO DE AZUETA;2012;7.5;7.58;7.33;7.5;7.5;7.5;7.5;Sample  82.42;11;Green
82.42;Arabica;Mexico;CAÑADA FRIA;1350;HUATUSCO;2012;7.58;7.58;7.17;7.5;7.5;7.5;7.58;Sample  82.42;14;Green
82.42;Arabica;Mexico;FINCA NEXTLALPA;1150;XICOTEPEC DE JUAREZ;2012;7.58;7.33;7.33;7.58;7.5;7.5;7.58;Sample  82.42;11;Green
82.42;Arabica;Mexico;SANTA ROSA;1250;PROGRESO SANTA ROSA TEOCELO;2012;7.67;7.58;7.33;7.42;7.58;7.33;7.5;Sample  82.42;13;
82.42;Arabica;Mexico;FLN MIRADOR;1450;FLN MIRADOR;2012;7.83;7.5;7.42;7.67;7.17;7.33;7.5;Sample  82.42;12;Bluish-Green
82.42;Arabica;Colombia;;442 MSNM;HUILA;2012;7.67;7.33;7.25;7.42;7.5;7.67;7.58;Sample  82.42;0;
82.42;Arabica;Brazil;Santa Mariana;;South of Minas Gerais;2012;7.75;7.5;7.42;7.42;7.5;7.42;7.42;Sample  82.42;11;Blue-Green
82.42;Arabica;Colombia;;1750;Huila;2011;7.33;7.58;7.17;7.58;7.42;7.58;7.75;Sample  82.42;0;Green
82.42;Arabica;Colombia;;1750 m.s.n.m;huila;3T/2011;7.58;7.25;7.42;7.25;7.58;7.83;7.5;Sample  82.42;2;
82.33;Arabica;Honduras;Los Hicaques;1396;Comayagua;2017;7.5;7.58;7.33;7.5;7.42;7.42;7.58;Sample  82.33;10;Green
82.33;Arabica;Brazil;Fazenda São Pedro;982;Cerrado;2016;7.33;7.5;7.5;7.33;7.5;7.5;7.67;Sample  82.33;11;Green
82.33;Arabica;Brazil;;;CERRADO;2016 / 2017;7.42;7.42;7.42;7.5;7.5;7.58;7.5;Sample  82.33;11;Green
82.33;Arabica;Brazil;Capoeirinha Farm;934;South of Minas Gerais;2016;7.5;7.5;7.42;7.5;7.42;7.5;7.5;Sample  82.33;11;Bluish-Green
82.33;Arabica;Costa Rica;Gamboa;1850;Tarrazu;2015;7.75;7.5;7.25;7.25;7.42;7.67;7.5;Sample  82.33;10;Bluish-Green
82.33;Arabica;Costa Rica;Rio Jorco;1550;Tarrazu;2015;7.75;7.33;7.5;7.5;7.33;7.58;7.33;Sample  82.33;0;Green
82.33;Arabica;China;Yun Lan Coffee Co. Ltd;1580;XiShuangBanNa Prefecture;2015;7.5;7.58;7.42;7.5;7.42;7.42;7.5;Sample  82.33;12;Green
82.33;Arabica;Brazil;Rio Verde;1268;South Minas Gerais;2015/2016;8.25;7.83;7.25;8.33;8.17;8.08;7.75;Sample  82.33;7;Green
82.33;Arabica;Brazil;;;CHAPADÃO DE FERRO (CERRADO MINEIRO);2015;7.42;7.5;7.5;7.42;7.5;7.58;7.42;Sample  82.33;11;Green
82.33;Arabica;Guatemala;FINCA LOMA LINDA Y ANEXO;5500 METROS;HUEHUETENANGO;2015;7.5;7.42;7.17;7.83;7.5;7.5;7.42;Sample  82.33;10;Green
82.33;Arabica;Malawi;Utchisi Mountain;1450 M;South of Mzuzu;2014;7.33;7.58;7.42;7.58;7.33;7.5;7.58;Sample  82.33;12;Green
82.33;Arabica;Brazil;Rio Verde;1100;South Minas Gerais;2014/2015;7.75;8.08;7.67;8.08;8.08;8.0;8.0;Sample  82.33;11;Blue-Green
82.33;Arabica;Guatemala;EL MORITO;5000 FT.;JALAPA;2014;7.58;7.67;7.5;7.58;7.75;7.5;7.42;Sample  82.33;12;Green
82.33;Arabica;Mexico;;;Veracruz;2014;7.33;7.58;7.42;7.5;7.5;7.5;7.5;Sample  82.33;11;Green
82.33;Arabica;Colombia;SEVERAL;1300;ANTIOQUIA;2013;7.42;7.33;7.5;7.17;7.08;8.33;7.5;Sample  82.33;10;Green
82.33;Arabica;Taiwan;Guo cun nong yuan 國村農園;200 M;Changhua BaGuaShan 彰化市八卦山;2013/2014;7.5;7.5;7.5;7.5;7.5;7.5;7.33;Sample  82.33;11;Green
82.33;Arabica;Taiwan;Yu jin gui 玉金櫃咖啡;600 M;Taichung Xinshe 台中市新社區;2013/2014;7.5;7.5;7.5;7.5;7.5;7.5;7.33;Sample  82.33;11;Green
82.33;Arabica;Guatemala;EL MORITO;4300;ORIENTE;2013;7.5;7.42;7.58;7.5;7.5;7.58;7.25;Sample  82.33;12;Green
82.33;Arabica;Colombia;;1750 msnm;huila;2013;7.5;7.42;7.5;7.5;7.5;7.58;7.33;Sample  82.33;0;Green
82.33;Arabica;Mexico;SANTA TERESA;1300;LA CONCORDIA, CHIAPAS;2013;7.67;7.5;7.42;7.5;7.42;7.42;7.42;Sample  82.33;12;Green
82.33;Arabica;Costa Rica;;;Central Valley;2012;7.92;7.58;7.25;7.75;7.92;7.58;7.67;Sample  82.33;0;Green
82.33;Arabica;Guatemala;FINCA EL MORITO;5,500-6,000 PSNM;JALAPA;2012;7.67;7.5;7.33;7.67;7.5;7.33;7.33;Sample  82.33;11;Green
82.33;Arabica;Mexico;TEPEMALACAX;441;JALTOCAN, HIDALGO;2012;7.58;7.67;7.58;7.33;7.0;7.58;7.58;Sample  82.33;15;None
82.33;Arabica;Mexico;FINCA LOS BARREALES 1112LBGA7250412;1170;TEOCELO;2012;7.67;7.58;7.5;7.58;7.5;7.5;7.0;Sample  82.33;13;Green
82.33;Arabica;Guatemala;AGROPECUARIA QUIAGRAL;4300;ORIENTE;2012;7.5;7.67;7.33;7.5;7.33;7.5;7.5;Sample  82.33;10;Green
82.33;Arabica;Brazil;Sitío Santa Luzia;1100m;Grama Valley;2012;7.58;7.5;7.42;7.5;7.5;7.42;7.42;Sample  82.33;12;Green
82.33;Arabica;Mexico;CAFETAL SANTA MARIA;1200 A 1400;SANTA CATARINA JUQUILA;2012;8.0;7.75;7.33;7.33;7.08;7.67;7.83;Sample  82.33;11;Green
82.33;Arabica;Brazil;Café Citrus;950m;South of Minas Gerais;2012;7.58;7.58;7.25;7.58;7.42;7.5;7.42;Sample  82.33;11;Green
82.33;Arabica;Colombia;;442 MSNM;HUILA;2012;7.83;7.58;7.33;7.25;7.58;7.42;7.33;Sample  82.33;0;Green
82.25;Arabica;Brazil;FAZENDAS KLEM LTDA;1100;BRAZIL MATAS DE MINAS;;7.58;7.5;7.25;7.42;7.67;7.33;7.5;Sample  82.25;9;Green
82.25;Arabica;Taiwan;眉泉莊園        ;;;2016/2017;7.0;7.08;7.0;7.17;7.0;7.0;10.0;Sample  82.25;10;Blue-Green
82.25;Arabica;Guatemala;LINDA VISTA;1450;NUEVO ORIENTE;2016;7.67;7.5;7.25;7.67;7.42;7.42;7.33;Sample  82.25;11;Green
82.25;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.42;7.67;7.5;7.08;7.5;7.42;7.67;Sample  82.25;0;Green
82.25;Arabica;El Salvador;Zapato de Mico;1500;Apaneca-Ilamatepec;2014;7.58;7.67;7.5;7.67;7.83;8.42;7.58;Sample  82.25;12;Green
82.25;Arabica;Honduras;Bethel;1350;Marcala;2015;7.58;7.5;7.42;7.58;7.42;7.42;7.33;Sample  82.25;11;Green
82.25;Arabica;Malawi;Kachere;1180M;South of Mzuzu;2014;7.58;7.42;7.33;7.42;7.58;7.5;7.42;Sample  82.25;13;Blue-Green
82.25;Arabica;Brazil;Rio Verde;1100;South Minas Gerais;2014/2015;7.75;7.58;7.42;7.42;7.33;7.33;7.42;Sample  82.25;11;Green
82.25;Arabica;Taiwan;Guo xing ka fei wang 國姓咖啡王咖啡莊園;650 M;Nantou Guoxing 南投縣國姓鄉;2013/2014;7.5;7.5;7.5;7.5;7.5;7.5;7.25;Sample  82.25;11;Green
82.25;Arabica;Mexico;FINCA HUEHUETECPAM;1338;COSAUTLAN DE CARVAJAL, VER.;2013;7.58;7.58;7.42;7.42;7.42;7.42;7.42;Sample  82.25;12;Blue-Green
82.25;Arabica;United States (Hawaii);;;KONA;2013;7.33;7.42;7.5;7.67;7.5;7.42;7.42;Sample  82.25;0;Bluish-Green
82.25;Arabica;Mexico;OMICUATLA;533;CALNALI, HIDALGO;2012;7.58;7.58;7.5;7.17;7.42;7.42;7.58;Sample  82.25;16;None
82.25;Arabica;Guatemala;FINCA MEDINA;4563;ANTIGUA;2012;7.5;7.5;7.33;7.58;7.67;7.33;7.33;Sample  82.25;11;Green
82.25;Arabica;Mexico;LOS BARREALES 1112LBGR7230412;1170;TEOCELO;2012;7.5;7.58;7.42;7.67;7.33;7.42;7.33;Sample  82.25;13;Green
82.25;Arabica;Mexico;JAMAICA;1250;JUQUILA;2012;7.67;7.58;7.33;7.5;7.42;7.42;7.33;Sample  82.25;12;Green
82.25;Arabica;El Salvador;;;;2012;7.75;7.33;7.33;7.5;7.5;7.5;7.33;Sample  82.25;0;Green
82.25;Arabica;Mexico;CHILCUATLA;1100;HUATUSCO;2012;7.33;7.58;7.42;7.67;7.33;7.5;7.42;Sample  82.25;11;Green
82.25;Arabica;Mexico;COMUNIDAD DE CANOAS;900;CANOAS;2012;7.42;7.5;7.42;7.58;7.42;7.5;7.42;Sample  82.25;10;Green
82.25;Arabica;Colombia;;1750;huila;2012;7.5;7.42;7.67;7.33;7.58;7.33;7.42;Sample  82.25;12;Green
82.25;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2012;7.67;7.33;7.33;7.33;7.5;7.5;7.58;Sample  82.25;11;Green
82.25;Arabica;Brazil;Caxambu;;;2012;7.67;7.58;7.42;7.0;7.5;7.58;7.5;Sample  82.25;12;Green
82.25;Arabica;Colombia;;;Cauca;;7.17;7.25;7.58;7.25;7.58;7.67;7.75;Sample  82.25;22;
82.17;Arabica;Brazil;Fazenda Capoeirinha;934;South of Minas Gerais;2016;7.42;7.42;7.5;7.42;7.42;7.5;7.5;Sample  82.17;11;Green
82.17;Arabica;Honduras;Las Cuchillas;1500;Comayagua;2015;7.5;7.5;7.17;7.42;7.5;7.5;7.58;Sample  82.17;11;Bluish-Green
82.17;Arabica;Nicaragua;EL BRIGADUM - LA CORONELA;1000;JINOTEGA PROVINCE;;7.5;7.5;7.33;7.42;7.5;7.42;7.5;Sample  82.17;10;Green
82.17;Arabica;Tanzania, United Republic Of;Langiro farm group;1500-1800;Ruvuma;2015;7.58;7.42;7.42;7.33;7.5;7.42;7.5;Sample  82.17;13;Green
82.17;Arabica;Tanzania, United Republic Of;;1600;Northern;2015/2016;7.42;7.42;7.42;7.5;7.5;7.33;7.58;Sample  82.17;12;Green
82.17;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;6.92;7.58;7.42;7.33;7.83;7.5;7.58;Sample  82.17;0;Green
82.17;Arabica;Thailand;;800++;THAILAND;2014;7.42;7.42;7.17;7.75;7.25;7.67;7.5;Sample  82.17;12;Bluish-Green
82.17;Arabica;Honduras;Bethel;1350;Marcala;2015;7.67;7.5;7.25;7.42;7.58;7.42;7.33;Sample  82.17;11;Green
82.17;Arabica;Guatemala;Blue Lake;1500;Atitlan;2014;7.42;7.42;7.5;7.5;7.42;7.5;7.42;Sample  82.17;9;Blue-Green
82.17;Arabica;Brazil;;;CERRADO - CAMPOS ALTOS;2014;7.58;7.5;7.42;7.25;7.5;7.42;7.5;Sample  82.17;12;Green
82.17;Arabica;Tanzania, United Republic Of;Ilomba 2;1700;Ilomba Vilage, Mbozi;2014;7.75;7.42;7.42;7.58;7.33;7.42;7.25;Sample  82.17;12;Green
82.17;Arabica;Mexico;EL PINO;1100;COSAUTLAN DE CARVAJAL;2013;7.42;7.33;7.17;7.42;7.33;8.17;7.33;Sample  82.17;12;Green
82.17;Arabica;Mexico;;1,200-1,600m;La Concordia, Chiapas;2013;7.5;7.5;7.33;7.42;7.5;7.42;7.5;Sample  82.17;10;None
82.17;Arabica;Taiwan;Song Yue Coffee 嵩岳咖啡;1200 M;Yunlin 雲林縣石壁;2013/2014;7.5;7.5;7.5;7.5;7.5;7.5;7.17;Sample  82.17;11;Green
82.17;Arabica;Taiwan;Kan Tou Mountain Coffee 崁頭山咖啡館;800 M;Dongshan Dist., Tainan City 臺南市東山區;2012;7.67;7.5;7.5;7.17;7.17;7.58;7.58;Sample  82.17;0;Green
82.17;Arabica;Colombia;;1750 msnm;huila;2013;7.33;7.25;7.25;7.58;7.75;7.5;7.5;Sample  82.17;0;Bluish-Green
82.17;Arabica;Mexico;EL NANCHI;1144;SAN BARTOLO TUTOTEPEC;2012;7.5;7.67;7.0;7.5;7.33;7.5;7.67;Sample  82.17;15;None
82.17;Arabica;Guatemala;;1350;Oriente;2012;7.25;7.75;7.0;7.75;8.17;7.75;7.17;Sample  82.17;12;None
82.17;Arabica;Mexico;LAS TRUCHAS;1000;ALTOTONGA;2012;7.5;7.58;7.25;7.5;7.5;7.33;7.5;Sample  82.17;12;Green
82.17;Arabica;Mexico;LA CALERA, BARRANCA DE LA LEONA, EL NOGAL;1200;COLIMA;2012;7.0;7.67;7.5;7.5;7.42;7.5;7.58;Sample  82.17;10;Green
82.17;Arabica;Colombia;;1800 msnm;huila;4T/10;7.58;7.67;7.42;7.17;7.17;7.75;7.42;Sample  82.17;8;
82.08;Arabica;Indonesia;Vary;1300;Aceh Gayo;2017;7.5;7.5;7.42;7.42;7.5;7.42;7.33;Sample  82.08;15;
82.08;Arabica;Colombia;;;Huila;2016;7.75;7.58;7.42;7.67;7.83;7.58;7.58;Sample  82.08;0;Green
82.08;Arabica;Brazil;Fazenda Capoeirinha;894;South of Minas Gerais;2016;7.42;7.58;7.42;7.5;7.42;7.25;7.5;Sample  82.08;11;Green
82.08;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.25;7.25;7.58;7.58;7.25;7.92;7.25;Sample  82.08;0;Green
82.08;Arabica;Costa Rica;EL PATALILLO;1200-1400 MASL;TRES RIOS;2015;7.75;7.42;7.42;7.25;7.17;7.42;7.67;Sample  82.08;0;Blue-Green
82.08;Arabica;Tanzania, United Republic Of;AMPCG;1500;Kilimanjaro;2014;7.42;7.33;7.42;7.42;7.5;7.58;7.42;Sample  82.08;12;Green
82.08;Arabica;Tanzania, United Republic Of;Ngorogoro Convenant Estate;1500 - 1700;Ngorogoro;2014;7.42;7.5;7.5;7.33;7.33;7.5;7.5;Sample  82.08;12;Green
82.08;Arabica;Colombia;;;;2013;7.5;7.42;7.42;7.42;7.67;7.42;7.25;Sample  82.08;11;Green
82.08;Arabica;Costa Rica;Cafetalera Aquiares;1.3;Turrialba;2013;7.58;7.33;7.33;7.33;7.5;7.67;7.33;Sample  82.08;11;Green
82.08;Arabica;United States (Hawaii);;;KONA;2012;7.25;7.58;7.58;7.25;7.5;7.42;7.5;Sample  82.08;11;Bluish-Green
82.08;Arabica;Mexico;CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO;1300;COATEPEC;2012;7.42;7.58;7.5;7.33;7.42;7.42;7.42;Sample  82.08;13;Green
82.08;Arabica;Mexico;;1800;TAPACHULA;2012;7.5;7.42;7.42;7.5;7.25;7.5;7.5;Sample  82.08;13;Green
82.08;Arabica;Mexico;BOLA DE ORO;1250;COATEPEC;2012;7.67;7.5;7.25;7.58;7.42;7.33;7.33;Sample  82.08;11;Green
82.08;Arabica;Vietnam;Apollo Co., LTd.;1040M;Don Duong;2012;7.67;8.0;7.17;7.08;7.67;7.08;7.42;Sample  82.08;12;Green
82.08;Arabica;Mexico;TOMATLANCILLO;1250;HUATUSCO;2012;7.58;7.42;7.25;7.75;7.33;7.42;7.33;Sample  82.08;11;Green
82.08;Arabica;United States (Hawaii);;;Kona;2012;7.33;7.5;7.33;7.58;7.08;7.83;7.42;Sample  82.08;10;Green
82.08;Arabica;Colombia;;1600 msnm;Cauca;January 2011;7.67;7.42;7.67;7.33;7.25;7.58;7.17;Sample  82.08;8;
82.0;Arabica;Honduras;Las Moras;1600;El Paraíso;2017;7.5;7.5;7.17;7.5;7.5;7.42;7.42;Sample  82.00;12;Green
82.0;Arabica;Honduras;Las Moras;1600;Guinope El Paraíso;2016;7.5;7.5;7.25;7.33;7.42;7.5;7.5;Sample  82.00;10;Green
82.0;Arabica;Brazil;Capoeirinha Farm;944;South of Minas Gerais;2016;7.5;7.33;7.42;7.5;7.33;7.42;7.5;Sample  82.00;11;Green
82.0;Arabica;Tanzania, United Republic Of;Family farm;1500-1800;Kilimanjaro;2015;7.67;7.33;7.33;7.42;7.42;7.42;7.42;Sample  82.00;13;Green
82.0;Arabica;Laos;Club Green;1250m;Lao P.D.R.;2015;7.42;7.5;7.25;7.33;7.5;7.5;7.5;Sample  82.00;12;Blue-Green
82.0;Arabica;Tanzania, United Republic Of;Finca Estate;1300- 1400;Meru;2014;7.42;7.42;7.33;7.58;7.33;7.42;7.5;Sample  82.00;12;Green
82.0;Arabica;Malawi;Chikali;2500M;North of Mzuzu;2014;7.5;7.42;7.33;7.58;7.33;7.5;7.33;Sample  82.00;13;Bluish-Green
82.0;Arabica;Taiwan;You Siang Coffee FarmTainan, Taiwan 台灣台南優香咖啡;600M;Dongshan Dist., Tainan City 臺南市東山區;2013;7.33;7.5;7.17;7.42;7.5;7.33;7.75;Sample  82.00;9;Green
82.0;Arabica;Thailand;;800++;Thailand;2013;7.58;7.5;7.42;7.42;7.33;7.42;7.33;Sample  82.00;11;Green
82.0;Arabica;Costa Rica;VARIOS;1200-1400;CENTRAL VALLEY - WEST VALLEY;2013;7.5;7.25;7.33;7.33;7.75;7.5;7.33;Sample  82.00;10;Green
82.0;Arabica;Honduras;BSR;1400 m.s.n.m.;Occidental;2014;7.33;7.33;7.33;7.5;7.5;7.83;7.17;Sample  82.00;11;Green
82.0;Arabica;Colombia;;1800 - 2000;Huila;2013;7.33;7.33;7.58;7.5;7.5;7.58;7.17;Sample  82.00;11;Green
82.0;Arabica;Taiwan;Gao Chun Fang 高醇坊;600-700 M;Dongshan Dist., Tainan City 臺南市東山區;2012;7.42;7.58;7.33;7.42;8.0;7.5;7.42;Sample  82.00;12;Bluish-Green
82.0;Arabica;Brazil;Café do Paraíso;894m - 1183m;Minas Gerais, BR;2012;7.33;7.67;7.42;7.17;7.33;7.42;7.67;Sample  82.00;11;Blue-Green
82.0;Arabica;Mexico;LA CEIBA;940;COSCOMATEPEC;2012;7.67;7.33;7.25;7.5;7.42;7.42;7.42;Sample  82.00;12;Green
82.0;Arabica;Brazil;Campo das Flores;1000m;South of Minas Gerais;2012;7.42;7.5;7.33;7.5;7.33;7.5;7.42;Sample  82.00;12;Green
82.0;Arabica;Brazil;São José da Lagoa;1050m;Cerrado of Minas Gerais;2012;7.42;7.5;7.25;7.5;7.5;7.42;7.42;Sample  82.00;11;Blue-Green
82.0;Arabica;Guatemala;EL FARO;;SAN MARCOS;2012;7.33;7.33;7.33;7.5;7.67;7.67;7.17;Sample  82.00;11;Green
82.0;Arabica;Brazil;Santa Mariana/São Vicente;950m;South of Minas Gerais;2012;7.58;7.5;7.17;7.5;7.5;7.42;7.33;Sample  82.00;12;Green
82.0;Arabica;Guatemala;Conquista/Morito;4,600 ft.;Oriente;2012;7.75;7.33;7.33;7.42;7.75;7.67;7.42;Sample  82.00;0;Green
82.0;Arabica;Colombia;;De 1.600 a 1.950 msn;Huila;Mayo a Julio;7.33;7.0;7.08;7.42;7.5;7.67;8.0;Sample  82.00;7;
81.92;Arabica;Guatemala;LA ESPERANZA;1901;ORIENTE;2017;7.58;7.5;7.25;7.58;7.58;7.5;7.58;Sample  81.92;10;Green
81.92;Arabica;Guatemala;LAS DELICIAS;4000;SANTA ROSA;2017;7.5;7.5;7.25;7.42;7.42;7.42;7.42;Sample  81.92;11;Green
81.92;Arabica;Honduras;Los Hicaques;1400;Comayagua;2017;7.58;7.5;7.25;7.33;7.42;7.5;7.33;Sample  81.92;12;Green
81.92;Arabica;Brazil;Santa Bárbara;1020;Monte Carmelo, Cerrado;2016 / 2017;7.42;7.33;7.33;7.5;7.5;7.33;7.5;Sample  81.92;11;Green
81.92;Arabica;El Salvador;La Esperanza;1250;El bálsamo - Quezaltepec;2014;7.67;7.58;7.33;7.5;7.5;7.67;7.33;Sample  81.92;11;Green
81.92;Arabica;Guatemala;LAS CEBOLLAS Y ANEXOS;1300 A 1800 MTRS. A NIVEL DEL MAR;NUEVO ORIENTE;2015;7.58;7.58;7.17;7.83;7.17;7.33;7.25;Sample  81.92;11;Green
81.92;Arabica;Tanzania, United Republic Of;Mcomafa Farm No1155GR;1877;Mbeya;2014;7.33;7.33;7.33;7.42;7.5;7.58;7.42;Sample  81.92;12;Green
81.92;Arabica;Nicaragua;;;;2013;7.58;7.42;7.25;7.17;7.5;7.67;7.33;Sample  81.92;12;Green
81.92;Arabica;Zambia;Mubuyu Munali;1,000-1,500m;Mubuyu Estate;2014;7.67;7.08;7.42;7.33;7.75;7.42;7.25;Sample  81.92;0;
81.92;Arabica;Honduras;;;;2012;7.42;7.33;7.33;7.58;7.33;7.5;7.42;Sample  81.92;11;Green
81.92;Arabica;Taiwan;Dragon Coffee 龍咖啡;1000 M;Taichung Xinshe 台中市新社區;2012;7.5;7.5;7.42;7.25;7.5;7.5;7.25;Sample  81.92;11;Green
81.92;Arabica;Mexico;VARIAS COMUNIDADES;1300;CHIAPAS;2013;7.58;7.5;7.25;7.58;7.5;7.25;7.25;Sample  81.92;12;Green
81.92;Arabica;Mexico;PLATANAL;981;CHAPULHUACAN, HIDALGO;2012;7.5;7.5;7.25;7.25;7.5;7.5;7.42;Sample  81.92;13;None
81.92;Arabica;Mexico;TEXPANCO;690;HUAZALINGO, HIDALGO;2012;7.5;7.42;7.25;7.5;7.33;7.33;7.58;Sample  81.92;14;None
81.92;Arabica;Mexico;LA LAJA;1650;VERACRUZ;2012;7.33;7.58;7.17;7.58;7.42;7.33;7.5;Sample  81.92;12;Green
81.92;Arabica;Mexico;MATA LARGA;1000;FORTÍN DE LAS FLORES;2012;7.67;7.42;7.33;7.83;7.5;7.5;7.33;Sample  81.92;12;Green
81.92;Arabica;Brazil;Sitío Corrego da Olaria/São Caetano;1100m;Grama Valley;2012;7.42;7.58;7.25;7.5;7.33;7.5;7.33;Sample  81.92;12;Green
81.92;Arabica;Colombia;;1600 m.s.n.m;Cundinamarca;4T/2010;7.67;7.33;7.33;7.58;7.33;7.33;7.33;Sample  81.92;9;
81.83;Arabica;Guatemala;LA ESMERALDA;518;ORIENTE;2017;7.42;7.5;7.25;7.5;7.33;7.42;7.42;Sample  81.83;10;Green
81.83;Arabica;Costa Rica;Estate La Patricia;1900;Tarrazu;2016;7.25;7.33;7.5;7.33;7.67;7.42;7.33;Sample  81.83;0;Green
81.83;Arabica;Brazil;Helena;973;Monte Carmelo - Cerrado;2016;7.42;7.5;7.42;7.5;7.42;7.25;7.33;Sample  81.83;11;Green
81.83;Arabica;Indonesia;MUDAR;1250;BALI;2015;7.75;7.83;7.58;7.75;7.92;7.83;5.17;Sample  81.83;11;Green
81.83;Arabica;Guatemala;CHAPULTEPEC;3280;NORTE;2015;7.58;7.5;7.33;7.42;7.58;7.25;7.17;Sample  81.83;10;Green
81.83;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.17;7.58;6.83;7.5;7.75;7.25;7.75;Sample  81.83;0;Green
81.83;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.58;7.0;6.92;6.92;7.67;7.5;8.25;Sample  81.83;0;Green
81.83;Arabica;Myanmar;Wat-Ka-Bu;4001;Ywar Ngan;2015;7.33;7.58;7.5;7.42;7.33;7.33;7.33;Sample  81.83;0;Green
81.83;Arabica;Mexico;RANCHO BONITO;1350-1500;CHIAPAS;2015;7.58;7.5;7.33;7.5;7.17;7.33;7.42;Sample  81.83;11;Green
81.83;Arabica;Honduras;CERRO BUENO;1400 MSNM;MARCALA;2015;7.5;7.5;7.33;7.5;7.42;7.25;7.33;Sample  81.83;12;Green
81.83;Arabica;Costa Rica;EL PATALILLO;1200-1400 MASL;TRES RIOS;2015;7.67;7.5;7.5;7.25;7.08;7.42;7.42;Sample  81.83;9;Green
81.83;Arabica;Taiwan;Gao Chun Fang 高醇坊;700M;Dongshan Dist., Tainan City 臺南市東山區;2014;7.67;7.33;7.17;7.25;7.75;7.33;7.33;Sample  81.83;0;Green
81.83;Arabica;Indonesia;Dozen small farmer;1300m;Lington NiHuta;2014;7.42;7.42;7.42;7.33;7.42;7.42;7.42;Sample  81.83;11;None
81.83;Arabica;Malawi;Kakoma;1556M;Kakoma;2014;7.58;7.42;7.33;7.33;7.33;7.42;7.42;Sample  81.83;13;Green
81.83;Arabica;Brazil;Rio Verde;1100;South Minas Gerais;2014/2015;7.33;7.58;7.25;7.17;7.83;7.33;7.33;Sample  81.83;11;Green
81.83;Arabica;Honduras;Gran Manzana y el Aguacate;1350;Comayagua;2014;7.5;7.5;7.33;7.33;7.33;7.33;7.5;Sample  81.83;10;Green
81.83;Arabica;Mexico;various small farms;1,550 meters;Siltepec el Triunfo, Chiapas, Mexico;2014;7.42;7.42;7.25;7.5;7.33;7.42;7.5;Sample  81.83;11;Green
81.83;Arabica;Colombia;;DE 1.600 A 1950 msnm;HUILA;2013;7.5;7.5;7.0;7.42;7.5;7.58;7.33;Sample  81.83;0;Bluish-Green
81.83;Arabica;United States (Hawaii);;;KONA;2012;7.83;7.83;7.83;8.0;7.83;7.83;8.0;Sample  81.83;0;Bluish-Green
81.83;Arabica;Brazil;SERTAO FARM;1250;SUL DE MINAS;2012;7.75;7.75;7.5;7.42;7.83;7.75;7.83;Sample  81.83;12;Bluish-Green
81.83;Arabica;Guatemala;EL SACRAMENTO;4300;ORIENTE;2013;7.83;7.67;7.33;7.33;7.67;7.83;7.5;Sample  81.83;11;Green
81.83;Arabica;Mexico;FINCA MUXBAL;1500;VERACRUZ;2012;7.83;7.33;7.25;7.58;7.25;7.33;7.25;Sample  81.83;12;Green
81.83;Arabica;Mexico;EL DESEO;1250;COAEPEC;2012;7.33;7.33;7.25;7.5;7.5;7.5;7.42;Sample  81.83;12;Green
81.83;Arabica;Brazil;Cianorte;900-950m;Cerrado of Minas Gerais;2011;7.33;7.67;7.25;7.5;7.5;7.25;7.33;Sample  81.83;2;
81.83;Arabica;Colombia;;1600-1800 msnm;huila;1t/2011;7.58;7.5;7.17;7.58;7.33;7.33;7.33;Sample  81.83;5;
81.83;Arabica;United States (Hawaii);Kona Pacific Farmers Cooperative;;Kona;;7.25;7.58;7.83;7.67;7.75;7.75;7.33;Sample  81.83;2;
81.75;Arabica;Guatemala;LAS MERCEDITAS;1700;SAN MARCOS;2017;7.5;7.5;7.25;7.42;7.42;7.33;7.33;Sample  81.75;11;Green
81.75;Arabica;Vietnam;APOLLO Estate;1040;Vietnam;2014;7.0;7.08;7.33;7.5;7.5;7.33;8.0;Sample  81.75;12;Bluish-Green
81.75;Arabica;Tanzania, United Republic Of;Ngorogoro Convenant Estate;1500 - 1700;Ngorogoro;2014;7.42;7.42;7.42;7.42;7.33;7.33;7.42;Sample  81.75;12;Bluish-Green
81.75;Arabica;Brazil;;;;2013;7.17;7.25;7.17;7.25;7.42;8.25;7.25;Sample  81.75;10;Bluish-Green
